volatile_acidity,free_sulfur_dioxide,total_sulfur_dioxide,pH,sulphates,alcohol,quality
0.635,25,60,3.29,0.75,10.9,6
0.63,51,77.5,3.2,0.45,9.5,5
0.63,51,77.5,3.2,0.45,9.5,5
0.53,15,29,3.35,0.61,12.1,6
0.6,11,18,3.45,0.56,12.2,6
1.58,5,9,3.5,0.4,10.9,3
0.645,15,28,3.78,0.61,12.5,6
0.86,20,57,3.6,0.74,11.7,6
0.37,4,15,3.3,0.8,11.2,6
0.28,28,68,3.36,0.66,11.2,5
0.79,21,68,3.12,0.44,9.2,5
0.61,24,88,3.3,0.53,9.8,5
0.69,22,91,3.29,0.62,10.1,5
0.68,15,29,3.41,0.52,11.1,4
0.69,22,91,3.29,0.62,10.1,5
0.62,27,63,3.28,0.61,9.2,5
0.61,24,88,3.3,0.53,9.8,5
0.51,12,27,3.33,0.59,12.8,6
1.18,14,41,3.34,0.47,10.5,5
0.36,20,65,3.4,0.54,10.1,6
0.36,24,69,3.4,0.53,10.1,6
0.63,17,91,3.26,0.58,9.8,6
0.74,16,46,4.01,0.59,12.5,6
0.44,10,41,3.18,0.69,11.9,6
0.63,17,91,3.26,0.58,9.8,6
0.76,18,64,2.9,1.33,9.1,6
0.66,12,88,3.26,0.66,10.1,5
0.74,16,46,4.01,0.59,12.5,6
0.34,9,18,3.18,0.55,11.4,5
0.36,21,55,3.18,0.82,11,7
0.46,18,34,3.39,0.6,10.6,6
0.46,18,34,3.39,0.6,10.6,6
0.46,18,34,3.39,0.6,10.6,6
0.46,18,34,3.39,0.6,10.6,6
0.52,13,38,3.34,0.52,9.3,5
0.6,17,91,3.29,0.56,9.8,6
0.6,17,91,3.29,0.56,9.8,6
0.87,31,67,3.26,0.46,9.2,5
0.39,6,25,3.09,0.43,9.7,6
0.775,12,48,3.18,0.51,9.6,5
0.835,4,11,3.39,0.52,10,5
0.58,19,40,3.38,0.66,12.6,6
0.5,15,26,3.36,0.45,9.5,5
0.5,15,26,3.36,0.45,9.5,5
0.5,15,26,3.36,0.45,9.5,5
0.51,13,31,3.36,0.54,10.5,6
0.51,13,31,3.36,0.54,10.5,6
0.51,13,31,3.36,0.54,10.5,6
0.54,17,31,3.37,0.51,10.4,6
0.51,13,31,3.36,0.54,10.5,6
0.42,8,20,3.09,0.53,11,5
0.44,10,28,3.25,0.53,10.2,6
0.59,5,13,3.52,0.56,11.4,5
0.655,7,12,3.34,0.39,9.5,5
0.655,7,12,3.34,0.39,9.5,5
0.57,21,41,3.41,0.52,10.8,5
0.6,32,73,3.34,0.57,10,5
0.62,8,46,3.32,0.51,11.8,6
0.645,14,57,3.37,0.46,10.3,5
0.645,14,57,3.37,0.46,10.3,5
0.58,7,28,3.35,0.52,10,5
0.32,5,32,3.36,0.44,10.1,5
0.34,4,28,3.36,0.44,10.1,5
0.43,27,67,3.6,0.59,,6
0.64,52,98,3.28,0.5,,5
0.475,6,28,3.07,0.65,,6
0.54,11,38,3.24,0.56,,5
0.85,13,54,3.36,0.54,,5
0.475,6,28,3.07,0.65,,6
0.83,11,63,3.29,0.48,9.8,4
0.605,10,31,3.46,0.53,11.8,6
0.5,10,42,3.18,0.62,9.5,5
0.74,10,45,3.24,0.5,9.8,5
0.54,9,105,3.25,1.18,10.5,6
0.77,16,74,3.27,0.5,9.8,6
0.61,4,8,3.33,0.37,10.4,4
0.78,12,66,3,1.17,9.2,5
0.58,5,14,3.21,1.03,11.6,6
0.78,12,66,3,1.17,9.2,5
0.75,34,89,3.24,0.45,9.3,5
0.815,16,29,3.32,0.51,9.8,
0.56,13,100,3.26,0.52,9.9,
0.885,7,31,3.11,0.46,10,
0.49,23,74,3.71,0.62,12.2,
0.45,10,28,3.29,0.51,9.9,
0.57,11,35,3.36,0.62,10.8,
0.57,11,35,3.36,0.62,10.8,
0.83,4,25,3.38,0.45,9.6,
0.6,25,105,3.3,0.49,9.9,
0.6,25,105,3.3,0.49,9.9,
0.755,20,84,3.19,0.5,9.5,
0.81,34,85,3.19,0.42,9.2,
0.64,8,23,3.3,0.58,9.6,
0.64,8,23,3.3,0.58,9.6,
0.64,7,49,3.35,0.68,10.3,5
0.48,36,111,3.1,0.53,9.7,5
0.49,15,33,3.58,0.59,12.5,6
0.64,5,33,3.37,0.58,11,5
0.62,5,12,3.17,0.48,9.8,5
0.52,19,59,3.3,0.48,10.2,5
0.57,27,73,3.32,0.48,9.2,5
0.685,3,12,3.31,0.65,9.55,6
0.675,4,11,3.31,0.65,9.55,5
0.59,17,104,3.28,0.52,9.9,5
0.6,13,28,3.52,0.62,10.2,7
0.67,10,24,3.42,0.72,11.1,6
0.69,33,141,3.25,0.51,9.9,5
0.69,33,141,3.25,0.51,9.9,5
0.3,6,24,3.44,0.82,11.9,6
0.33,3,13,3.23,1.1,10,8
0.5,12,46,3.43,0.62,10.7,6
0.28,18,34,3.28,0.9,11.3,7
0.24,8,22,3.22,0.94,10.9,6
0.51,40,54,3.54,0.93,10.7,6
0.29,35,53,3.27,1.01,12.4,7
0.51,40,54,3.54,0.93,10.7,6
0.96,5,16,3.5,0.44,11.9,6
0.47,8,19,3.56,0.73,10.6,6
0.24,8,22,3.22,0.94,10.9,6
0.57,12,89,3.04,0.9,10.1,5
0.32,3,15,3.2,0.78,9.6,5
0.58,8,18,3.56,0.84,9.4,5
0.32,3,15,3.2,0.78,9.6,5
0.34,21,37,3.35,0.77,12.1,7
0.53,3,19,3.16,0.46,9.8,5
0.64,32,133,3.27,0.45,9.9,5
0.53,3,19,3.16,0.46,9.8,5
0.4,24,58,3.34,0.58,9.4,5
0.54,39,55,3.39,0.84,11.4,6
0.53,14,31,3.5,0.67,11,4
0.26,8,23,3.26,0.7,9.6,6
0.26,8,23,3.26,0.7,9.6,6
0.23,23,60,3.41,0.71,12.1,6
0.41,6,23,3.3,0.58,11.2,5
0.64,27,55,3.31,0.63,11,5
0.18,38,67,3.33,0.93,11.3,5
0.41,18,47,3.37,0.62,10.4,5
0.43,13,74,3.26,0.54,9.9,6
0.44,3,11,3.48,0.85,11.7,6
0.4,11,25,3.42,0.74,10.1,7
0.54,55,95,3.18,0.77,9,6
0.54,55,95,3.18,0.77,9,6
0.38,27,90,3.15,0.65,8.5,5
0.915,15,39,3.53,0.54,11.1,5
0.59,3,8,3.41,0.47,,5
0.67,31,92,3.32,0.68,,6
0.37,15,28,3.23,0.73,,7
0.785,19,98,3.16,0.52,,6
0.63,18,30,3.4,0.75,,5
0.58,8,22,3.38,0.49,11.7,5
0.67,31,92,3.32,0.68,11.1,6
0.785,19,98,3.16,0.52,9.6,6
0.63,18,30,3.4,0.75,9.8,5
0.67,22,39,3.4,0.74,9.7,5
0.58,40,54,3.4,0.73,9.7,5
0.38,15,29,3.23,0.76,11.3,8
0.37,15,28,3.23,0.73,11.3,7
0.32,8,17,3.33,0.78,11,7
0.58,37,53,3.35,0.76,11.6,7
0.49,27,85,3.41,0.58,9,5
0.45,7,23,3.21,0.69,10.9,6
0.9,9,17,3.5,0.63,10.9,6
0.54,38,89,3.3,0.5,10.55,6
0.49,27,85,3.41,0.58,9,5
0.29,8,20,3.39,0.6,10.5,5
0.2,7,15,3.32,0.8,11.9,7
0.42,34,64,3.41,0.68,10.4,6
0.785,6,13,3.59,0.61,10,4
0.64,14,31,3.36,0.58,10.4,6
0.63,14,39,3.34,0.53,10.8,6
0.59,34,53,3.41,0.67,9.7,5
0.59,34,53,3.41,0.67,9.7,5
0.48,31,54,3.3,0.65,10,7
1.04,19,32,3.52,0.57,11,4
0.48,31,54,3.3,0.65,10,7
0.98,20,49,3.31,0.55,9.7,3
0.69,8,24,2.88,0.47,9.7,5
0.7,8,16,3.43,0.52,12.6,5
0.35,23,44,3.38,0.79,11.1,6
0.6,14,45,3.38,0.54,11,5
0.5,48,82,3.16,0.75,8.8,5
0.47,16,89,3.54,0.88,,7
0.5,48,82,3.16,0.75,,5
0.47,16,89,3.54,0.88,,7
0.875,3,14,3.4,0.52,10.2,3
0.28,10,22,3.39,0.68,10.6,5
0.62,6,13,3.66,0.62,10.1,4
0.28,10,22,3.39,0.68,10.6,5
0.58,3,9,3.33,0.57,10.3,4
0.33,6,12,3.35,0.61,10.7,5
0.91,4,11,3.53,0.64,10.9,4
0.655,8,25,3.37,0.55,9.7,5
0.68,9,23,3.38,0.6,10.3,5
0.64,9,17,3.52,0.78,10.6,5
0.54,5,13,3.72,0.58,11.4,5
0.57,4,11,3.44,0.76,10.8,6
0.22,8,18,3.39,0.56,12.4,6
0.54,5,13,3.72,0.58,11.4,5
0.65,6,18,3.57,0.54,11.95,5
0.54,23,147,3.26,0.59,9.7,5
0.31,15,28,3.42,0.7,10,7
0.43,15,28,3.35,0.81,10.6,6
0.54,23,147,3.26,0.59,9.7,5
0.74,7,16,3.45,0.63,11.5,6
0.895,7,13,3.53,0.58,10.8,6
0.74,7,16,3.45,0.63,11.5,6
0.725,8,15,3.26,0.53,9.6,5
0.82,21,64,3.16,0.53,9.4,5
0.585,15,60,3.31,0.54,9.8,5
0.44,6,14,3.51,0.69,11,6
0.38,5,12,3.36,0.55,11.4,6
0.76,6,12,3.55,0.63,9.95,3
0.81,6,14,3.51,0.66,10.8,6
0.38,5,12,3.36,0.55,11.4,6
0.27,17,25,3.38,0.72,10.6,6
0.18,7,20,3.28,0.7,11.1,5
0.36,26,48,3.47,0.77,9.7,6
0.69,19,27,3.44,0.67,9.8,5
0.79,11,17,3.53,0.65,10.4,6
0.56,17,65,3.33,0.6,10.5,6
0.84,16,65,3.53,0.72,,6
0.84,16,65,3.53,0.72,9.25,6
0.32,23,58,3.42,0.97,10.6,5
0.53,29,44,3.38,0.83,10.3,6
0.47,7,20,3.32,0.63,10.5,5
0.7,14,27,3.44,0.58,10.2,5
0.53,29,44,3.38,0.83,10.3,6
0.48,9,23,3.39,0.43,9.05,4
0.32,23,58,3.42,0.97,10.6,5
0.48,29,61,3.34,0.6,10.4,5
0.42,22,47,3.39,0.78,10,6
0.48,18,34,3.33,0.64,9.7,5
0.47,18,38,3.3,0.65,9.6,6
0.53,15,24,3.29,0.66,10.8,6
0.29,21,59,3.31,0.67,10.1,6
0.69,42,52,3.42,0.6,10.2,6
0.44,9,18,3.42,0.69,11.3,6
0.705,13,28,3.6,0.66,10.2,5
0.53,18,22,3.21,0.68,9.9,6
0.39,32,84,3.39,0.61,9,5
0.56,13,29,3.42,0.62,11.7,7
0.55,15,35,3.36,0.59,9.7,6
0.53,24,45,3.6,0.68,10.3,6
0.58,20,31,3.5,0.64,10.2,6
0.64,15,26,3.57,0.63,12,5
0.39,34,60,3.46,0.78,9.9,5
0.52,11,32,3.56,0.63,11.6,6
0.25,19,49,3.4,0.76,10.9,7
0.855,29,38,3.3,0.56,10.75,6
0.44,14,19,3.25,0.57,10.4,6
0.37,12,19,3.17,0.81,11.2,7
0.63,16,28,3.36,0.64,10.1,6
0.57,17,26,3.36,0.61,10.2,5
0.6,12,26,3.55,0.51,12.1,5
0.4,19,50,3.1,0.58,10.4,5
0.36,17,24,3.24,0.7,11.4,8
0.68,17,26,3.45,0.53,9.5,5
0.67,18,27,3.44,0.54,9.4,5
0.68,32,54,3.51,0.66,11.3,6
0.735,18,28,3.41,0.6,9.4,5
0.855,15,23,3.54,0.6,11,6
0.56,15,24,3.44,0.68,10.55,7
0.88,12,20,3.53,0.56,9.9,5
0.855,15,23,3.54,0.6,11,6
0.63,66,115,3.22,0.56,9.5,5
0.6,31,131,3.21,0.52,9.9,5
0.6,31,131,3.21,0.52,9.9,5
0.6,31,131,3.21,0.52,9.9,5
0.695,12,20,3.29,0.54,10.1,5
0.695,12,20,3.29,0.54,10.1,5
0.695,12,20,3.29,0.54,10.1,5
0.67,26,42,3.39,0.82,10.9,6
0.16,24,52,3.34,0.71,11.2,6
0.695,12,20,3.29,0.54,10.1,5
0.56,25,42,3.34,0.59,9.2,5
0.51,15,34,3.48,0.57,11.5,6
0.36,19,35,3.37,0.93,12.4,6
0.38,15,25,3.44,0.65,11.1,6
0.69,35,104,3.33,0.51,9.5,5
0.58,15,50,3.58,0.67,12.5,6
0.67,13,20,3.42,0.67,11.3,6
0.56,24,32,3.54,0.6,11.3,5
0.35,9,26,3.36,0.6,11.9,6
0.56,24,32,3.54,0.6,11.3,5
0.715,13,27,3.57,0.5,11.9,5
0.46,32,98,3.33,0.62,9.8,5
0.32,24,34,3.29,0.8,11.6,7
0.39,22,48,3.3,0.84,11.5,6
0.31,34,60,3.34,0.85,11.4,6
0.61,18,28,3.55,0.66,10.9,6
0.66,34,102,3.27,0.78,12.8,6
0.725,29,79,3.29,0.54,9.2,5
0.55,26,35,3.32,0.82,11.6,6
0.74,16,26,3.67,0.56,11.6,6
0.51,29,40,3.42,0.75,11,6
0.62,28,38,3.42,0.82,9.5,6
0.6,32,44,3.45,0.58,10.5,5
0.55,39,51,3.52,0.76,11.2,6
0.51,29,40,3.42,0.75,11,6
0.645,32,44,3.57,0.71,10.2,5
